Image Name,Ground Truth,Predicted,Confidence Score,correct_incorrect
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_226_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_352_1.png,PO,PO,0.9953578114509584,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_3.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_150_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_6.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_325_3.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_254_0.png,PO,PO,0.9960743188858032,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_14.png,PO,PO,0.990325093269348,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_254_1.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_218_3.png,PO,PO,0.995676815509796,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_78_page_3.png,OTHERS,OTHERS,0.9999587535858154,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_47_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_291_0.png,PO,PO,0.8667130470275879,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_353_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_71_page_0.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_325_2.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_8.png,PO,PO,0.993923842906952,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_243_0.png,PO,PO,0.999970555305481,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_7.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_48_7045)_503_0.png,PI,PI,0.9999997615814208,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_54_0394)_500_0.png,PI,OTHERS,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_5.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2012_08_21_17_37_37_7580)_82_0.png,PI,PI,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_240_4.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_3.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_171_page_2.png,OTHERS,OTHERS,0.9999935626983644,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_259_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_52_31_4878)_498_0.png,PI,PI,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_149_page_8.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_329_2.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_284_page_4.png,OTHERS,PO,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_13.png,PO,PO,0.9997633099555968,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_290_0.png,PO,PO,0.999990940093994,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_282_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_33_0.png,PI,PI,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_224_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_1.png,OTHERS,OTHERS,0.9999994039535522,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_193_0.png,PO,OTHERS,0.9999446868896484,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_201_1.png,PO,PO,0.9999998807907104,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_354_0.png,PO,PI,0.8612147569656372,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_232_page_1.png,OTHERS,OTHERS,0.999987244606018,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_57_page_2.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_255_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_350_0.png,PO,PO,0.970882773399353,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_48_page_1.png,OTHERS,OTHERS,0.9990851879119872,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_324_0.png,PO,OTHERS,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_261_page_5.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_78_page_1.png,OTHERS,PO,0.9974008798599244,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_248_2.png,PO,OTHERS,0.9999948740005492,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_202_0.png,PO,PO,0.9978997707366944,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_320_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_14_27_36_1131)_541_1.png,PI,OTHERS,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_53_55_9320)_516_0.png,PI,OTHERS,0.9899128079414368,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_223_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate(2012_08_24_15_15_12_4817)_28_page_0.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_44_8582)_506_0.png,PI,OTHERS,0.9907875657081604,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_260_page_3.png,OTHERS,OTHERS,0.928612470626831,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_163_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_279_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_276_page_2.png,OTHERS,PO,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_29_0.png,PI,PI,0.9999964237213136,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_54_21_8709)_547_0.png,PI,PI,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_142_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_345_4.png,PO,OTHERS,0.9966517090797424,0
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice(2013_01_10_13_55_07_1508)_518_0.png,PI,OTHERS,1.0,0
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_273_page_7.png,OTHERS,OTHERS,0.6310708522796631,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_234_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_164_page_1.png,OTHERS,OTHERS,0.9999431371688844,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_222_0.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_269_10.png,PO,PO,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/OTHERS/Insurance_Certificate_172_page_1.png,OTHERS,OTHERS,1.0,1
/home/ntlpt19/Downloads/Eval_classification/LC/PI/Proforma_Invoice_19_1.png,PI,OTHERS,0.9999945163726808,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_352_0.png,PO,OTHERS,0.8132880926132202,0
/home/ntlpt19/Downloads/Eval_classification/LC/PO/Purchase_Order_By_Opener_318_1.png,PO,OTHERS,0.9761541485786438,0
